iter	R2	RMSE
884	0.6953640708	0.5642186149
885	0.6955030029	0.5640899416
886	0.6955844947	0.5640144535
887	0.6955907536	0.5640086554
888	0.6956513385	0.5639525267
889	0.6957349879	0.563875021
890	0.6958056179	0.5638095702
891	0.695885519	0.5637355189
892	0.6959007461	0.5637214055
893	0.6959938819	0.5636350741
894	0.6961047686	0.5635322713
895	0.6961269341	0.5635117195
896	0.6962261073	0.563419757
897	0.6962802034	0.5633695879
898	0.6963475531	0.563307121
899	0.6964582686	0.5632044171
900	0.6965494911	0.5631197817
901	0.6966237543	0.5630508716
902	0.6966747248	0.5630035702
903	0.6967862671	0.5629000437
904	0.6968944324	0.5627996331
905	0.6969445992	0.562753057
906	0.6969557396	0.5627427133
907	0.6969621411	0.5627367697
908	0.6970153068	0.5626874035
909	0.6970451014	0.5626597363
910	0.6971013767	0.5626074755
911	0.6971627458	0.5625504788
912	0.6971687924	0.5625448627
913	0.6971908727	0.562524354
914	0.6971992325	0.562516589
915	0.6972129301	0.5625038657
916	0.697364669	0.5623629013
917	0.6974090908	0.562321627
918	0.697507263	0.5622304002
919	0.6975708994	0.562171258
920	0.6976473526	0.5621001958
921	0.6976542337	0.5620937995
922	0.6976712255	0.5620780045
923	0.6976842857	0.5620658638
924	0.697782123	0.5619749068
925	0.6979024993	0.5618629756
926	0.69790962	0.5618563538
927	0.6979762358	0.5617944013
928	0.6980649159	0.5617119182
929	0.6980811802	0.5616967892
930	0.6981814143	0.5616035426
931	0.6981865691	0.5615987467
932	0.6983042031	0.5614892924
933	0.6983642849	0.5614333802
934	0.6984305941	0.5613716662
935	0.6984872048	0.5613189733
936	0.6985654142	0.5612461684
937	0.6985844692	0.5612284286
938	0.6987073369	0.5611140287
939	0.6987970694	0.5610304655
940	0.6988101793	0.5610182559
941	0.6988335311	0.5609965071
942	0.698923238	0.5609129503
943	0.6989649111	0.5608741301
944	0.6990316635	0.5608119417
945	0.6991175875	0.5607318823
946	0.699225881	0.560630964
947	0.6992395344	0.5606182392
948	0.699327576	0.5605361783
949	0.6993710437	0.560495659
950	0.6994497871	0.5604222492
951	0.6994695231	0.5604038485
952	0.6995350084	0.5603427893
953	0.6995476852	0.5603309686
954	0.6996086846	0.5602740851
955	0.6996778842	0.5602095477
956	0.699736224	0.5601551326
957	0.6998333706	0.5600645097
958	0.6999379501	0.5599669366
959	0.7000219352	0.5598885658
960	0.7000314618	0.5598796754
961	0.70010495	0.5598110897
962	0.7001754957	0.5597452424
963	0.7002170096	0.5597064897
964	0.7002527851	0.5596730916
965	0.7002933792	0.5596351927
966	0.7003792578	0.5595550074
967	0.700480115	0.5594608218
968	0.7005040824	0.5594384374
969	0.7005157493	0.5594275409
970	0.7005206741	0.5594229411
971	0.7006206499	0.5593295567
972	0.7007006322	0.5592548363
973	0.7007714743	0.5591886466
974	0.7008556287	0.5591100086
975	0.7008883756	0.5590794052
976	0.7009802341	0.5589935507
977	0.7009949419	0.5589798031
978	0.7010315599	0.558945574
979	0.701126919	0.558856426
980	0.7011626499	0.5588230189
981	0.7011696913	0.5588164351
982	0.7012270004	0.5587628482
983	0.701265096	0.558727224
984	0.7013275184	0.5586688463
985	0.7013771504	0.5586224259
986	0.7014589054	0.5585459527
987	0.7015452045	0.5584652175
988	0.7015579748	0.5584532696
989	0.7016376278	0.5583787401
990	0.7016437553	0.5583730064
991	0.7016780529	0.5583409115
992	0.7017426012	0.5582805038
993	0.7017805796	0.5582449585
994	0.7018354932	0.558193559
995	0.7018777219	0.5581540295
996	0.7019160369	0.558118161
997	0.7019497806	0.5580865701
998	0.7020124947	0.5580278523
999	0.7020774659	0.5579670146
1000	0.7021411045	0.5579074183
1001	0.7021913129	0.5578603947
1002	0.7022691171	0.5577875179
1003	0.7023222163	0.5577377759
1004	0.7023797639	0.5576838619
1005	0.7023965105	0.5576681718
1006	0.7024129877	0.5576527335
1007	0.7024757613	0.5575939142
1008	0.7025852305	0.5574913259
1009	0.7026704385	0.5574114609
1010	0.7027744809	0.5573139268
1011	0.7028544854	0.5572389154
1012	0.7029386372	0.5571600046
1013	0.7029430496	0.5571558667
1014	0.7029758685	0.5571250885
1015	0.7030246718	0.5570793167
1016	0.7030292651	0.5570750086
1017	0.7031416814	0.55696956
1018	0.7031963099	0.5569183103
1019	0.7032183544	0.5568976279
1020	0.7032928753	0.556827706
1021	0.703364096	0.5567608724
1022	0.7033736487	0.5567519074
1023	0.703404251	0.5567231873
1024	0.7034859344	0.5566465203
1025	0.7035339022	0.5566014934
1026	0.7035974958	0.5565417932
1027	0.7036331816	0.5565082894
1028	0.7036498014	0.5564926851
1029	0.7037113834	0.5564348622
1030	0.7037165221	0.5564300368
1031	0.7037363167	0.556411449
1032	0.703762382	0.556386972
1033	0.7037996547	0.5563519685
1034	0.7038551361	0.5562998608
1035	0.7038930693	0.5562642315
1036	0.7039290685	0.5562304165
1037	0.7039479945	0.556212638
1038	0.7040074044	0.5561568266
1039	0.7040279419	0.5561375317
1040	0.7040418592	0.556124456
1041	0.7040918519	0.5560774843
1042	0.7041105267	0.556059937
1043	0.704214784	0.5559619639
1044	0.7042989333	0.5558828742
1045	0.7043146618	0.5558680902
1046	0.7043801919	0.5558064906
1047	0.7044346613	0.5557552833
1048	0.7044716679	0.5557204902
1049	0.7044960224	0.5556975912
1050	0.7045030266	0.5556910055
1051	0.7045638386	0.5556338231
1052	0.704641516	0.5555607735
1053	0.704707745	0.5554984826
1054	0.7047640698	0.5554455014
1055	0.704833373	0.5553803055
1056	0.704907721	0.5553103551
1057	0.7049568705	0.5552641079
1058	0.7050126022	0.5552116626
1059	0.7050774526	0.55515063
1060	0.7051168233	0.5551135739
1061	0.7051195611	0.5551109969
1062	0.7051777742	0.5550562012
1063	0.7052605999	0.5549782286
1064	0.7053603597	0.5548842995
1065	0.7053986883	0.5548482069
1066	0.7054023923	0.5548447189
1067	0.7054891418	0.5547630209
1068	0.7055388642	0.5547161885
1069	0.7056085132	0.554650581
1070	0.7056398444	0.5546210653
1071	0.7056918953	0.5545720271
1072	0.7057454792	0.55452154
1073	0.7058249847	0.5544466211
1074	0.7058777422	0.5543969015
1075	0.7059142641	0.5543624799
1076	0.7059968896	0.5542845984
1077	0.7060627776	0.5542224856
1078	0.7061365748	0.5541529084
1079	0.7062115603	0.554082202
1080	0.7062829169	0.5540149089
1081	0.7062886543	0.5540094979
1082	0.7063412422	0.5539598991
1083	0.7063535345	0.5539483048
1084	0.7063741439	0.5539288652
1085	0.7064139915	0.5538912774
1086	0.706440283	0.5538664755
1087	0.7064980377	0.5538119892
1088	0.7065392131	0.5537731407
1089	0.7066199022	0.5536970036
1090	0.7066986161	0.5536227201
1091	0.7067497439	0.5535744648
1092	0.7068031313	0.5535240722
1093	0.7068809273	0.5534506321
1094	0.7069036144	0.5534292135
1095	0.7069392163	0.5533956004
1096	0.7070527988	0.5532883494
1097	0.707139545	0.5532064246
1098	0.7071456122	0.5532006943
1099	0.7071794232	0.5531687589
1100	0.7072369157	0.5531144515
1101	0.7072948224	0.5530597476
1102	0.7073159273	0.5530398086
1103	0.7073570563	0.5530009497
1104	0.7073857081	0.5529738777
1105	0.7074560929	0.5529073681
1106	0.707498821	0.5528669886
1107	0.7076055511	0.5527661122
1108	0.7076754051	0.5527000794
1109	0.7076822038	0.5526936523
1110	0.7077673539	0.5526131485
1111	0.7078083606	0.5525743753
1112	0.7078607595	0.5525248263
1113	0.7078921771	0.5524951153
1114	0.7079407523	0.5524491756
1115	0.7079785465	0.5524134294
1116	0.707984076	0.5524081993
1117	0.7080460276	0.5523495991
1118	0.7080874166	0.5523104457
1119	0.7081383869	0.5522622246
1120	0.7081743381	0.55222821
1121	0.7082438373	0.5521624487
1122	0.7083243268	0.5520862783
1123	0.7083600563	0.5520524628
1124	0.7084265133	0.5519895601
1125	0.7085086418	0.5519118143
1126	0.7085422056	0.5518800383
1127	0.7085533246	0.5518695112
1128	0.7086331188	0.5517939588
1129	0.7086788122	0.5517506898
1130	0.7086995639	0.551731038
1131	0.7087608205	0.5516730241
1132	0.7088176081	0.5516192372
1133	0.7088253803	0.5516118753
1134	0.7088924393	0.5515483521
1135	0.7089213144	0.5515209972
1136	0.7089901432	0.5514557867
1137	0.7090841155	0.551366742
1138	0.7091288326	0.5513243648
1139	0.7091949505	0.5512617005
1140	0.7092874941	0.5511739788
1141	0.7093217203	0.5511415323
1142	0.7094083406	0.551059408
1143	0.7094683152	0.551002539
1144	0.7095198872	0.5509536328
1145	0.7095858688	0.5508910556
1146	0.7096174968	0.550861057
1147	0.7096906042	0.5507917096
1148	0.7097097243	0.5507735714
1149	0.7097263163	0.550757831
1150	0.7097862163	0.5507010017
1151	0.7098412282	0.5506488048
1152	0.7099201674	0.5505738963
1153	0.7099547882	0.55054104
1154	0.7100247788	0.5504746106
1155	0.7100380208	0.5504620416
1156	0.7101102192	0.5503935068
1157	0.7101554395	0.5503505768
1158	0.710237301	0.5502728529
1159	0.710263962	0.5502475371
1160	0.7102757883	0.5502363071
1161	0.7103311432	0.5501837403
1162	0.7103377205	0.550177494
1163	0.7103810988	0.5501362966
1164	0.7104529111	0.550068088
1165	0.7104604237	0.5500609519
1166	0.7105288445	0.5499959559
1167	0.7105726019	0.5499543847
1168	0.7105944486	0.5499336283
1169	0.7106413836	0.5498890332
1170	0.7107106886	0.5498231766
1171	0.710796919	0.5497412258
1172	0.7108249566	0.5497145771
1173	0.7108738999	0.549668055
1174	0.7108984297	0.5496447373
1175	0.7109310019	0.549613773
1176	0.7109888639	0.549558763
1177	0.7109976401	0.549550419
1178	0.7110787249	0.5494733205
1179	0.7111214791	0.5494326638
1180	0.7112004773	0.5493575333
1181	0.7112340716	0.5493255806
1182	0.7113024706	0.5492605184
1183	0.711328613	0.5492356492
1184	0.7113773743	0.5491892599
1185	0.7113922261	0.5491751297
1186	0.711467805	0.5491032177
1187	0.7115459851	0.5490288207
1188	0.7115489624	0.5490259872
1189	0.7116160089	0.5489621767
1190	0.7116979856	0.5488841466
1191	0.7117266624	0.5488568477
1192	0.7117399909	0.5488441592
1193	0.7117577172	0.5488272835
1194	0.7117835645	0.5488026758
1195	0.7119041548	0.5486878537
1196	0.7119126893	0.5486797265
1197	0.7119261895	0.5486668704
1198	0.7119354413	0.5486580598
1199	0.7120248378	0.5485729194
1200	0.7121111202	0.5484907321
1201	0.7121585587	0.5484455399
1202	0.7122332849	0.5483743446
1203	0.7122399389	0.5483680046
1204	0.7122685948	0.5483407
1205	0.7123246966	0.5482872397
1206	0.7123816187	0.5482329924
1207	0.712449548	0.5481682481
1208	0.7125015421	0.5481186867
1209	0.7125662914	0.5480569607
1210	0.7126154371	0.5480101051
1211	0.7127077695	0.5479220642
1212	0.7127496519	0.5478821238
1213	0.7127711412	0.5478616299
1214	0.7128185302	0.5478164329
1215	0.7128810384	0.5477568106
1216	0.71292248	0.5477172786
1217	0.7129359373	0.5477044408
1218	0.7129859905	0.5476566892
1219	0.7129956755	0.547647449
1220	0.7130749419	0.5475718177
1221	0.7131025954	0.5475454299
1222	0.7131075143	0.547540736
1223	0.7131206566	0.5475281947
1224	0.7131265147	0.5475226044
1225	0.7131550349	0.5474953871
1226	0.7131634573	0.5474873492
1227	0.7131679641	0.5474830481
1228	0.7131720036	0.547479193
1229	0.7131764535	0.5474749461
1230	0.7132059776	0.5474467682
1231	0.7132434422	0.54741101
1232	0.7132665234	0.5473889788
1233	0.7133228793	0.547335183
1234	0.7133747557	0.5472856585
1235	0.7133909998	0.54727015
1236	0.7134445959	0.5472189776
1237	0.7135314737	0.5471360185
1238	0.7135717806	0.5470975254
1239	0.7135968173	0.5470736139
1240	0.7136265778	0.5470451896
1241	0.713683062	0.5469912375
1242	0.7137702531	0.5469079444
1243	0.713846971	0.5468346459
1244	0.7139243742	0.5467606827
1245	0.7139878944	0.5466999779
1246	0.7140508772	0.5466397802
1247	0.7140965021	0.5465961687
1248	0.7141588086	0.5465366059
1249	0.7142051011	0.5464923478
1250	0.7142476631	0.5464516532
1251	0.7143042066	0.5463975857
1252	0.7143926109	0.5463130419
1253	0.714458217	0.5462502922
1254	0.7144610963	0.5462475381
1255	0.7145183819	0.5461927405
1256	0.7145387354	0.5461732697
1257	0.7145776336	0.5461360564
1258	0.7145913913	0.546122894
1259	0.7146695978	0.5460480658
1260	0.7146857676	0.5460325931
1261	0.7147524922	0.5459687408
1262	0.7147918369	0.5459310863
1263	0.7148371331	0.5458877327
1264	0.7148843567	0.5458425308
1265	0.7149353254	0.5457937399
1266	0.7149426314	0.5457867457
1267	0.7150086491	0.5457235414
1268	0.7150322966	0.5457008999
1269	0.7150788808	0.5456562947
1270	0.715161156	0.5455775058
1271	0.7151669603	0.5455719471
1272	0.715211751	0.5455290491
1273	0.7152714421	0.5454718751
1274	0.7152987317	0.5454457344
1275	0.715347311	0.5453991969
1276	0.7153585133	0.545388465
1277	0.715403211	0.5453456417
1278	0.7154620849	0.5452892316
1279	0.7154992225	0.5452536451
1280	0.715513028	0.5452404156
1281	0.7155634875	0.5451920588
1282	0.7155789442	0.5451772453
1283	0.715620625	0.545137297
1284	0.7156794426	0.5450809193
1285	0.7157414675	0.545021461
1286	0.7157704598	0.5449936662
1287	0.7157745527	0.5449897422
1288	0.715777657	0.544986766
1289	0.7158241812	0.5449421599
1290	0.7158332625	0.5449334526
1291	0.7158506056	0.5449168233
1292	0.7158988767	0.5448705363
1293	0.7159654603	0.544806683
1294	0.7160264769	0.544748162
1295	0.7160763362	0.5447003371
1296	0.7160800522	0.5446967726
1297	0.7160952753	0.5446821698
1298	0.7160979437	0.54467961
1299	0.7161246276	0.5446540123
1300	0.7161864712	0.5445946813
1301	0.7162515736	0.5445322169
1302	0.7163123628	0.5444738845
1303	0.716314364	0.5444719641
1304	0.7163848456	0.544404323
1305	0.716429334	0.5443616232
1306	0.7165055948	0.5442884205
1307	0.7165512664	0.5442445757
1308	0.7165580279	0.5442380843
1309	0.7165794426	0.5442175247
1310	0.7166033575	0.5441945638
1311	0.7166595024	0.5441406548
1312	0.7166848092	0.5441163541
1313	0.7167731876	0.5440314806
1314	0.7168434101	0.5439640336
1315	0.71692183	0.5438887032
1316	0.7169624544	0.5438496753
1317	0.7169688712	0.5438435103
1318	0.7170245042	0.5437900584
1319	0.7171262897	0.5436922497
1320	0.7171735249	0.5436468541
1321	0.7172442542	0.5435788721
1322	0.7173095334	0.5435161211
1323	0.7173176538	0.5435083147
1324	0.7173333971	0.5434931798
1325	0.717354949	0.54347246
1326	0.7173666694	0.5434611919
1327	0.7174011317	0.543428058
1328	0.7174648034	0.5433668353
1329	0.7175582359	0.543276984
1330	0.7175692997	0.5432663433
1331	0.7176428436	0.5431956064
1332	0.7176994629	0.5431411419
1333	0.7177103382	0.5431306798
1334	0.7177901559	0.543053889
1335	0.7178522227	0.5429941684
1336	0.7178737566	0.542973447
1337	0.7179295088	0.5429197947
1338	0.7179505667	0.5428995286
1339	0.7180217595	0.5428310069
1340	0.7180248907	0.542827993
1341	0.7180764504	0.5427783621
1342	0.7181051741	0.542750711
1343	0.7181627729	0.5426952588
1344	0.7182084605	0.5426512698
1345	0.7182424511	0.5426185407
1346	0.7183518922	0.5425131477
1347	0.7183888415	0.5424775605
1348	0.7184324474	0.5424355591
1349	0.7184948968	0.5423754019
1350	0.7184992843	0.5423711751
1351	0.7185288021	0.5423427382
1352	0.7185619412	0.5423108108
1353	0.7185657605	0.5423071311
1354	0.7185832829	0.5422902485
1355	0.718714832	0.542163486
1356	0.718808267	0.5420734328
1357	0.7188099286	0.5420718312
1358	0.7188596578	0.5420238957
1359	0.7188959504	0.5419889095
1360	0.7189228421	0.5419629843
1361	0.7189495271	0.5419372571
1362	0.7189555129	0.541931486
1363	0.7189950878	0.541893329
1364	0.7190652183	0.5418257046
1365	0.7190690293	0.5418220295
1366	0.7190856675	0.5418059844
1367	0.7191188302	0.5417740028
1368	0.719135275	0.5417581428
1369	0.7192047823	0.5416911025
1370	0.7192616381	0.5416362587
1371	0.7193299247	0.541570381
1372	0.7193333007	0.5415671239
1373	0.719364981	0.5415365583
1374	0.7193697582	0.541531949
1375	0.7194319593	0.541471931
1376	0.7194787554	0.541426773
1377	0.7195342143	0.5413732503
1378	0.7195573206	0.5413509492
1379	0.7195605153	0.5413478659
1380	0.7195719551	0.5413368243
1381	0.7195810274	0.5413280676
1382	0.7196218013	0.5412887107
1383	0.719685998	0.5412267391
1384	0.7197675898	0.5411479653
1385	0.7198041479	0.541112666
1386	0.719863853	0.5410550118
1387	0.7198917713	0.5410280505
1388	0.7199175853	0.5410031201
1389	0.7200094749	0.5409143665
1390	0.7200547373	0.5408706434
1391	0.7200697207	0.5408561688
1392	0.7200983758	0.5408284858
1393	0.7201894263	0.5407405142
1394	0.7202439981	0.540687781
1395	0.7202665861	0.5406659526
1396	0.720294141	0.540639323
1397	0.7203291371	0.5406055002
1398	0.7203438165	0.5405913124
1399	0.7204022692	0.5405348132
1400	0.7204887875	0.5404511755
1401	0.7204932675	0.5404468444
1402	0.7205186625	0.5404222922
1403	0.7205802387	0.5403627553
1404	0.7206020043	0.5403417089
1405	0.7206186226	0.5403256392
1406	0.7206239781	0.5403204603
1407	0.72062665	0.5403178766
1408	0.7206976718	0.5402491929
1409	0.7207631248	0.5401858869
1410	0.7207657206	0.5401833761
1411	0.7207693478	0.5401798676
1412	0.720848908	0.5401029064
1413	0.7209527466	0.5400024433
1414	0.7210136035	0.5399435561
1415	0.7210294739	0.5399281983
1416	0.7210855586	0.5398739215
1417	0.7211858237	0.5397768749
1418	0.7211887969	0.5397739969
1419	0.7212453035	0.5397192962
1420	0.7212806457	0.5396850807
1421	0.721323942	0.5396431616
1422	0.7213507799	0.5396171758
1423	0.7214160368	0.5395539856
1424	0.7214557286	0.5395155473
1425	0.7215264663	0.5394470366
1426	0.7215816538	0.5393935805
1427	0.7216214442	0.5393550352
1428	0.721653843	0.5393236481
1429	0.7216758975	0.5393022813
1430	0.7217375474	0.5392425492
1431	0.7218140174	0.5391684488
1432	0.721821631	0.5391610706
1433	0.7219515477	0.5390351546
1434	0.7220089572	0.5389795037
1435	0.7220835484	0.5389071887
1436	0.722108291	0.538883199
1437	0.7221733215	0.5388201422
1438	0.7222180878	0.5387767303
1439	0.722221254	0.5387736598
1440	0.7223057863	0.5386916751
1441	0.7223536769	0.5386452222
1442	0.7223722077	0.5386272466
1443	0.7224315249	0.5385697028
1444	0.722462632	0.5385395231
1445	0.7224693188	0.5385330355
1446	0.7225260255	0.5384780146
1447	0.7225330641	0.5384711849
1448	0.7225890757	0.5384168322
1449	0.7226475412	0.5383600923
1450	0.722672138	0.5383362198
1451	0.7227345813	0.5382756103
1452	0.7228025706	0.53820961
1453	0.7228587415	0.5381550762
1454	0.7229165786	0.538098919
1455	0.7229539496	0.5380626303
1456	0.7230285915	0.5379901429
1457	0.7230474481	0.537971829
1458	0.7230624574	0.5379572513
1459	0.7230732731	0.5379467463
1460	0.7231314099	0.5378902762
1461	0.7231845525	0.537838652
1462	0.7232665502	0.5377589874
1463	0.723317348	0.537709629
1464	0.723332269	0.53769513
1465	0.723399736	0.537629566
1466	0.7234900648	0.5375417725
1467	0.7235564874	0.537477205
1468	0.7236397727	0.5373962349
1469	0.7236847325	0.5373525198
1470	0.72374084	0.5372979607
1471	0.7237562935	0.5372829327
1472	0.7237626295	0.537276771
1473	0.7237680785	0.5372714719
1474	0.7238055248	0.5372350541
1475	0.723850792	0.5371910269
1476	0.7239110578	0.5371324065
1477	0.7239596952	0.5370850923
1478	0.7239887384	0.5370568371
1479	0.7240459061	0.5370012164
1480	0.7240485043	0.5369986884
1481	0.7240724948	0.5369753453
1482	0.7241366667	0.5369129
1483	0.7241388372	0.5369107878
1484	0.7241730075	0.5368775338
1485	0.7242191506	0.5368326248
1486	0.7242843407	0.5367691717
1487	0.724356454	0.5366989713
1488	0.7243768295	0.5366791347
1489	0.724386576	0.5366696457
1490	0.7244494761	0.5366084031
1491	0.7244763813	0.5365822048
1492	0.7245099537	0.5365495127
1493	0.7245652707	0.5364956418
1494	0.7246340607	0.5364286426
1495	0.7246859127	0.5363781349
1496	0.7247668666	0.5362992702
1497	0.7248005653	0.5362664378
1498	0.7248492632	0.5362189882
1499	0.7249226101	0.5361475135
1500	0.7249280075	0.5361422535
1501	0.7249462146	0.5361245094
1502	0.7250056385	0.536066593
1503	0.725096111	0.5359784033
1504	0.7251207417	0.5359543917
1505	0.7251549161	0.5359210743
1506	0.7252079237	0.5358693921
1507	0.7252683773	0.5358104438
1508	0.725345561	0.5357351726
1509	0.7253852023	0.5356965095
1510	0.725414336	0.5356680929
1511	0.7254703833	0.5356134209
1512	0.7255247768	0.5355603568
1513	0.7256265447	0.535461062
1514	0.725707576	0.5353819867
1515	0.7257331461	0.5353570315
1516	0.7257679473	0.5353230652
1517	0.7258008275	0.5352909718
1518	0.7258077475	0.5352842171
1519	0.7258173882	0.5352748068
1520	0.7258589199	0.5352342649
1521	0.7258642122	0.5352290985
1522	0.725923477	0.5351712404
1523	0.7260083815	0.5350883402
1524	0.7260621171	0.5350358665
1525	0.7260926511	0.5350060474
1526	0.7261340569	0.5349656082
1527	0.7261710072	0.5349295179
1528	0.7262014228	0.5348998083
1529	0.7262535787	0.5348488593
1530	0.726300467	0.534803052
1531	0.7263371067	0.5347672541
1532	0.7263915014	0.5347141049
1533	0.726475051	0.5346324581
1534	0.7265335502	0.5345752836
1535	0.7265523773	0.5345568816
1536	0.7265867593	0.5345232742
1537	0.7266512556	0.5344602253
1538	0.7267001645	0.5344124091
1539	0.7267729925	0.5343412001
1540	0.7268500956	0.5342658008
1541	0.7268793434	0.5342371965
1542	0.7268901027	0.5342266736
1543	0.726948802	0.53416926
1544	0.7270303538	0.5340894843
1545	0.7270374383	0.5340825535
1546	0.7270938134	0.5340273985
1547	0.7271592069	0.5339634131
1548	0.7272278981	0.5338961927
1549	0.7272873746	0.533837983
1550	0.7272883357	0.5338370423
1551	0.7273500216	0.5337766634
1552	0.7273540654	0.533772705
1553	0.727386748	0.5337407118
1554	0.7273926985	0.5337348867
1555	0.7273954172	0.5337322252
1556	0.727401584	0.5337261882
1557	0.72740704	0.533720847
1558	0.7274462093	0.5336825
1559	0.7274567936	0.5336721374
1560	0.7274682848	0.5336608868
1561	0.7275309711	0.5335995083
1562	0.7275764168	0.5335550064
1563	0.7276496952	0.5334832419
1564	0.7276620874	0.5334711047
1565	0.7276651185	0.5334681359
1566	0.7277501703	0.5333848268
1567	0.7277538703	0.5333812023
1568	0.727812204	0.5333240559
1569	0.7278547542	0.5332823679
1570	0.7278929254	0.5332449674
1571	0.7279350779	0.5332036629
1572	0.7279544362	0.533184693
1573	0.7280036341	0.5331364791
1574	0.7280360658	0.5331046937
1575	0.7280428903	0.533098005
1576	0.7280857309	0.5330560146
1577	0.7281141195	0.5330281877
1578	0.7281168421	0.5330255189
1579	0.7281271009	0.5330154625
1580	0.7281599933	0.5329832183
1581	0.7282476221	0.5328973067
1582	0.7282744015	0.5328710493
1583	0.7283505281	0.5327963994
1584	0.7283754261	0.5327719822
1585	0.7283782194	0.5327692428
1586	0.7284432838	0.5327054291
1587	0.7284498019	0.5326990359
1588	0.728522924	0.5326273093
1589	0.7285309936	0.5326193931
1590	0.7285572385	0.5325936464
1591	0.7286099783	0.5325419039
1592	0.7286792648	0.5324739201
1593	0.7286904188	0.5324629749
1594	0.7287679679	0.5323868718
1595	0.7288682569	0.5322884368
1596	0.7289188683	0.532238754
1597	0.7289328017	0.5322250755
1598	0.7289380721	0.5322199014
1599	0.7289781011	0.5321806022
1600	0.7290484132	0.5321115651
1601	0.7291007881	0.5320601341
1602	0.7291164246	0.5320447784
1603	0.7291643377	0.5319977231
1604	0.7292194731	0.5319435695
1605	0.729294178	0.5318701863
1606	0.7293519883	0.5318133917
1607	0.7294166408	0.531749868
1608	0.7294555602	0.5317116246
1609	0.7294942498	0.5316736041
1610	0.7295219144	0.5316464163
1611	0.7295489412	0.5316198539
1612	0.7295524125	0.5316164422
1613	0.7296253352	0.5315447656
1614	0.7296356994	0.5315345777
1615	0.7296744889	0.5314964463
1616	0.7297136155	0.5314579809
1617	0.7297600026	0.531412374
1618	0.7297664815	0.5314060038
1619	0.7298087322	0.5313644598
1620	0.7298942716	0.5312803412
1621	0.7299561771	0.5312194557
1622	0.7299696739	0.5312061804
1623	0.7300382631	0.5311387114
1624	0.7300683664	0.5311090971
1625	0.7300988476	0.5310791093
1626	0.7301415376	0.5310371075
1627	0.7301802348	0.5309990313
1628	0.7302013471	0.5309782566
1629	0.730261442	0.5309191183
1630	0.7303075266	0.5308737629
1631	0.7303136423	0.5308677436
1632	0.7303464479	0.5308354543
1633	0.7303792683	0.5308031485
1634	0.7304313963	0.5307518337
1635	0.7304543877	0.5307291995
1636	0.730494345	0.5306898604
1637	0.7305603014	0.5306249184
1638	0.730633348	0.5305529858
1639	0.7306935113	0.5304937327
1640	0.7307375926	0.5304503141
1641	0.7307399922	0.5304479505
1642	0.730781337	0.5304072239
1643	0.7307889861	0.5303996888
1644	0.7307912115	0.5303974966
1645	0.7308803124	0.5303097156
1646	0.7309457822	0.5302452064
1647	0.7310006931	0.5301910952
1648	0.7310225713	0.530169534
1649	0.7310497906	0.530142708
1650	0.7310642165	0.53012849
1651	0.731107974	0.5300853606
1652	0.7311762922	0.5300180161
1653	0.7312116005	0.5299832078
1654	0.7312201038	0.5299748245
1655	0.7312246999	0.5299702932
1656	0.7312424846	0.5299527591
1657	0.7313180402	0.5298782612
1658	0.7313364193	0.5298601378
1659	0.7313469752	0.5298497285
1660	0.7313946311	0.5298027319
1661	0.7314388232	0.5297591473
1662	0.7314833846	0.529715195
1663	0.7315672872	0.5296324292
1664	0.7316228509	0.5295776113
1665	0.7316519936	0.5295488575
1666	0.7317254239	0.5294764001
1667	0.7317389503	0.5294630519
1668	0.7318310361	0.5293721698
1669	0.7319016393	0.529302479
1670	0.7319657718	0.5292391673
1671	0.7320215877	0.5291840596
1672	0.7320506564	0.5291553574
1673	0.7321001913	0.5291064436
1674	0.7321574211	0.5290499257
1675	0.732209058	0.5289989259
1676	0.7323067366	0.5289024391
1677	0.732345158	0.5288644816
1678	0.732351896	0.5288578248
1679	0.7323668291	0.5288430711
1680	0.7324416354	0.5287691572
1681	0.7324971748	0.5287142739
1682	0.7325568045	0.528655342
1683	0.7326057816	0.5286069333
1684	0.7326644646	0.5285489255
1685	0.7327176647	0.5284963318
1686	0.7327677243	0.5284468383
1687	0.7328214526	0.5283937123
1688	0.7328362701	0.5283790599
1689	0.7328545616	0.5283609717
1690	0.732897708	0.5283183024
1691	0.7329748379	0.5282420169
1692	0.7330427177	0.5281748711
1693	0.7330939822	0.5281241553
1694	0.7331431204	0.5280755384
1695	0.7331670902	0.5280518213
1696	0.7331864133	0.5280327011
1697	0.7331885738	0.5280305632
1698	0.7331944995	0.5280246996
1699	0.7331970889	0.5280221373
1700	0.733286364	0.527933789
1701	0.7333573905	0.5278634893
1702	0.7334068023	0.5278145776
1703	0.7334303056	0.5277913106
1704	0.7334635998	0.5277583493
1705	0.7335099588	0.5277124505
1706	0.733579395	0.5276436961
1707	0.7335833039	0.5276398253
1708	0.7336499307	0.5275738437
1709	0.7336684521	0.5275555003
1710	0.7336697721	0.527554193
1711	0.7336958984	0.5275283165
1712	0.7337275551	0.5274969608
1713	0.7337816407	0.5274433851
1714	0.7337977791	0.5274273978
1715	0.7337988851	0.5274263021
1716	0.7338027225	0.5274225006
1717	0.733829827	0.5273956486
1718	0.7338647261	0.5273610725
1719	0.7339038601	0.527322298
1720	0.7339700046	0.5272567547
1721	0.7340268674	0.5272004023
1722	0.7340979419	0.5271299572
1723	0.7341500086	0.5270783455
1724	0.7341816766	0.5270469519
